BipolarWithMomentum.csv
2.652394355483262
2.180992796671406
2.160634842251263
2.4753416501284717
2.2873768141039283
1.9980687268803967
2.214836908483769
2.282173408755261
2.070773453149454
2.0161715447535657
2.1571727125195705
2.129898384271642
1.9892788214472934
1.9830097694491609
2.0430535321934933
1.992492926467206
1.8814312783158555
1.8140458852291026
1.7166329949309607
1.490316421376305
1.196804376239238
0.9277581799980323
0.6043780426340226
0.3144128933987284
0.15895996183600034
0.07735763009945743
0.035527204464049486
